movie_id,title,genres,release_year,popularity,vote_average,vote_count,movie_mean,poster_url,overview
135,Down Periscope,Comedy,1996.0,5.184977,5.6,110.0,3.0848405420630947,/q6JEjedx4LoZRig8U1R5sJqBfti.jpg,"Bumbling Navy lieutenant Tom Dodge has been given one last chance to clean up his record. But Admiral Graham, his nemesis, assigns Dodge to the Stingray, a submarine that can barely keep afloat. To add insult to injury, the Stingray is to be the enemy flagship in the upcoming war games … and to make matters even worse, Dodge's crew is a band of idiots even more incompetent that he is!"
137,Man of the Year,Comedy,1995.0,0.540436,3.8,2.0,3.119149557669838,/nKYRDhGlbvQpXJnyMm7fcFDtm6P.jpg,"First-time director Dirk Shafer also penned this raucous ""mockumentary,"" a blend of fact and fiction that re-creates his 1992 reign as Playgirl magazine's Centerfold of the Year. When Shafer chooses to keep the fact that he's gay a secret from the magazine's editors, he finds himself living the ultimate lie -- and incapable of giving female readers what they really want. Will he succumb to his lover's pressures to come out of the closet?"
140,Up Close & Personal,Drama|Romance,1996.0,3.402749,5.9,51.0,3.4898177623578226,/bxRJQjCsJu6j4lvphjVJ5knNebs.jpg,"Tally Atwater has a dream: to be a prime-time network newscaster. She pursues this dream with nothing but ambition, raw talent and a homemade demo tape. Warren Justice is a brilliant, hard edged, veteran newsman. He sees Tally has talent and becomes her mentor. Tally’s career takes a meteoric rise and she and Warren fall in love. The romance that results is as intense and revealing as television news itself. Yet, each breaking story, every videotaped crisis that brings them together, also threatens to drive them apart..."
141,The Birdcage,Comedy,1996.0,6.49968,6.7,303.0,3.5787234423063166,/wRTkvqRTB05gcGInsnGqVgLkb3t.jpg,A gay cabaret owner and his drag queen companion agree to put up a false straight front so that their son can introduce them to his fiancé's right-wing moralistic parents.
144,The Brothers McMullen,Comedy|Drama|Romance,1995.0,2.039196,6.3,23.0,3.361770882129646,/8YlwQ2BBH6PY3Tl0bOf0fLep31h.jpg,"Deals with the lives of the three Irish Catholic McMullen brothers from Long Island, New York, over three months, as they grapple with basic ideas and values — love, sex, marriage, religion and family — in the 1990s. Directed, written, produced by and starring Edward Burns."
145,Bad Boys,Action|Comedy|Crime|Thriller,1995.0,9.262184,6.5,1729.0,3.3065603613753964,/1dKsSfpAqWSc5UJT9VIqK5JVFI5.jpg,"Marcus Burnett is a hen-pecked family man. Mike Lowry is a foot-loose and fancy free ladies' man. Both are Miami policemen, and both have 72 hours to reclaim a consignment of drugs stolen from under their station's nose. To complicate matters, in order to get the assistance of the sole witness to a murder, they have to pretend to be each other."
146,The Amazing Panda Adventure,Action|Adventure|Drama|Family,1995.0,2.375865,5.0,31.0,3.8393621682523786,/1yB7ryvYqKrNTnWcx3C31RdUgL1.jpg,"Far from home in the lush bamboo forests of China, ten-year-old Ryan Tyler, with the help of a young girl, goes on a wonderful journey to rescue a baby panda taken by poachers."
147,The Basketball Diaries,Drama|Crime,1995.0,7.415144,7.2,472.0,3.623649897923809,/8BkedYL5LdpkyHc7JtuohMr8a9N.jpg,Film adaptation of street tough Jim Carroll's epistle about his kaleidoscopic free fall into the harrowing world of drug addiction.
148,An Awfully Big Adventure,Romance|Drama|Comedy,1995.0,0.922958,6.0,11.0,3.619149557669838,/e8YzXziAXKIqnWJbLI6OzbdkGYD.jpg,"An Awfully Big Adventure is a 1995 drama film about a theatre company in Liverpool, set in 1947 and based on the 1989 novel of the same name by Beryl Bainbridge."
149,Amateur,Crime|Comedy|Drama|Thriller,1994.0,1.759012,6.5,21.0,3.974081576910821,/lZHBvDFavIfOx8gD4iqY701jF98.jpg,"A man wakes up in an alley, bleeding and with no memory of who he is. He stumbles into a coffee shop and is befriended by a charitable ex-nun who is failing in her attempts to write marketable pornography."
150,Apollo 13,Drama,1995.0,18.761467,7.3,1637.0,3.8937312065659464,/6JQ9z3V9x4vlU2GSZx2yNO0PvuX.jpg,"The true story of technical troubles that scuttle the Apollo 13 lunar mission in 1971, risking the lives of astronaut Jim Lovell and his crew, with the failed journey turning into a thrilling saga of heroism. Drifting more than 200,000 miles from Earth, the astronauts work furiously with the ground crew to avert tragedy."
151,Rob Roy,Adventure,1995.0,10.193549,6.5,151.0,3.560658440490925,/8O52wIIbskNl9kZnGvP9Gi4A2oN.jpg,"In the highlands of Scotland in the 1700s, Rob Roy tries to lead his small town to a better future, by borrowing money from the local nobility to buy cattle to herd to market. When the money is stolen, Rob is forced into a Robin Hood lifestyle to defend his family and honour."
152,The Addiction,Drama|Horror,1995.0,3.137285,6.4,46.0,3.6518621682523786,/ej0gD547grj5QMoKuzqKyHuc3Xi.jpg,A vampiric doctoral student tries to follow the philosophy of a nocturnal comrade and control her thirst for blood.
153,Batman Forever,Action|Crime|Fantasy,1995.0,13.321354,5.2,1529.0,2.811305204074769,/eTMrHEhlFPHNxpqGwpGGTdAa0xV.jpg,"The Dark Knight of Gotham City confronts a dastardly duo: Two-Face and the Riddler. Formerly District Attorney Harvey Dent, Two-Face believes Batman caused the courtroom accident which left him disfigured on one side. And Edward Nygma, computer-genius and former employee of millionaire Bruce Wayne, is out to get the philanthropist; as The Riddler. Former circus acrobat Dick Grayson, his family killed by Two-Face, becomes Wayne's ward and Batman's new partner Robin."
154,Belle de Jour,Drama|Romance,1967.0,10.142662,7.3,163.0,3.748328445048525,/rHvKWARrhNwSjbTMJrn5v4LtUJE.jpg,"Beautiful young housewife Séverine Serizy cannot reconcile her masochistic fantasies with her everyday life alongside dutiful husband Pierre. When her lovestruck friend Henri mentions a secretive high-class brothel run by Madame Anais, Séverine begins to work there during the day under the name Belle de Jour. But when one of her clients grows possessive, she must try to go back to her normal life."
155,Beyond Rangoon,Drama|Thriller,1995.0,2.04189,6.4,21.0,3.2296355247156447,/5CQgpLITPo33AEN1jULsyiHxSDJ.jpg,"Patricia Arquette stars as American widow Laura Bowman, a young doctor who's unwittingly drawn into political turmoil while vacationing in Burma in the late 1980s, in this fictionalized drama based on actual events. Bowman initially left San Francisco with her sister (Frances McDormand) in an attempt to escape painful memories of her husband and son's violent deaths. But her fight to escape to Thailand could prove just as harrowing."
156,Blue in the Face,Comedy,1995.0,11.528147,6.8,28.0,3.8259310841261893,/qa9yf3OlfXbYBb0af0mpawGB6TI.jpg,"Auggie runs a small tobacco shop in Brooklyn, New York. The whole neighborhood comes to visit him to buy cigarettes and have some small talk. During the movie Lou Reed tries to explain why he has to have a cut on his health insurance bill if he keeps smoking and Madonna acts as a Singing Telegram."
157,Canadian Bacon,Action|Comedy,1995.0,5.391556,5.9,57.0,2.8242228727706946,/qnKARYBofUzHkBY8x9GWSNSoota.jpg,Canadian Bacon is the only fictitious film from Director Michael Moore. This comedy is about an American president who decides to go to war to bring the public’s opinion of him up during election time. Canadian Bacon is actor John Candy’s last film.
158,Casper,Fantasy|Comedy|Family,1995.0,12.812539,6.0,1045.0,2.9240459896193496,/cpMbvFDD2C21pqMNXVPhSWGQBR9.jpg,"Furious that her late father only willed her his gloomy-looking mansion rather than his millions, Carrigan Crittenden is ready to burn the place to the ground when she discovers a map to a treasure hidden in the house. But when she enters the rickety mansion to seek her claim, she is frightened away by a wicked wave of ghosts. Determined to get her hands on this hidden fortune, she hires afterlife therapist Dr. James Harvey to exorcise the ghosts from the mansion. Harvey and his daughter Kat move in, and soon Kat meets Casper, the ghost of a young boy who's ""the friendliest ghost you know."" But not so friendly are Casper's uncles--Stretch, Fatso and Stinkie--who are determined to drive all ""fleshies"" away."
159,Clockers,Mystery|Crime|Drama,1995.0,4.558992,6.8,69.0,3.7857613343091563,/ugGhvQoGBrefqmkeBvBgT4YVCRk.jpg,"Strike is a young city drug pusher under the tutelage of drug-lord Rodney Little.When a night man at a fast-food restaurant is found with four bullets in his body, Strike's older brother turns himself in as the killer. Det. Rocco Klein doesn't buy the story, however, and sets out to find the truth, and it seems that all the fingers point toward Strike &amp; Rodney."
160,Congo,Action|Adventure|Drama|Mystery|Science Fiction|Thriller,1995.0,7.260574,5.0,214.0,2.4296308433238094,/wjeQaiAApgzdipkNXhQnBrqjBY9.jpg,"Eight people embark on an expedition into the Congo, a mysterious expanse of unexplored Africa where human greed and the laws of nature have gone berserk. When the thrill-seekers -- some with ulterior motives -- stumble across a race of killer apes."
161,Crimson Tide,Action|Thriller|Drama,1995.0,8.657365,7.0,508.0,3.814292909953165,/oDJyDX11HW4j565vUjmFagKxDTQ.jpg,"On a US nuclear missile sub, a young first officer stages a mutiny to prevent his trigger happy captain from launching his missiles before confirming his orders to do so."
162,Crumb,Documentary,1994.0,3.620388,7.6,71.0,4.058286772263659,/yzK39sdkGoiSyKZEWT6HQzaC0BX.jpg,"This movie chronicles the life and times of R. Crumb. Robert Crumb is the cartoonist/artist who drew Keep On Truckin', Fritz the Cat, and played a major pioneering role in the genesis of underground comix. Through interviews with his mother, two brothers, wife, and ex-girlfriends, as well as selections from his vast quantity of graphic art, we are treated to a darkly comic ride through one man's subconscious mind."
163,Desperado,Thriller|Action|Crime,1995.0,6.950458,6.8,898.0,3.517866137441456,/7eVo5DbP7gcsDzHcpRCTA6JAuF2.jpg,A gunslinger is embroiled in a war with a local drug runner.
164,Devil in a Blue Dress,Drama|Mystery|Thriller,1995.0,4.646132,6.3,88.0,3.55531926922642,/z0Boi5LktVxDMFnpyAqQEnYfPtM.jpg,"In late 1940s Los Angeles, Easy Rawlins is an unemployed black World War II veteran with few job prospects. At a bar, Easy meets DeWitt Albright, a mysterious white man looking for someone to investigate the disappearance of a missing white woman named Daphne Monet, who he suspects is hiding out in one of the city's black jazz clubs. Strapped for money and facing house payments, Easy takes the job, but soon finds himself in over his head."
165,Die Hard: With a Vengeance,Action|Thriller,1995.0,15.138855,6.9,2094.0,3.4470401180001295,/ivpXGcsPZglyYrN65THWSD7JM3q.jpg,"New York detective John McClane is back and kicking bad-guy butt in the third installment of this action-packed series, which finds him teaming with civilian Zeus Carver to prevent the loss of innocent lives. McClane thought he'd seen it all, until a genius named Simon engages McClane, his new ""partner"" -- and his beloved city -- in a deadly game that demands their concentration."
166,The Doom Generation,Action|Comedy|Crime|Drama,1995.0,7.120806,5.6,57.0,3.301655260668781,/6ZwsSedjyzR0poDrKlJaYWoseaH.jpg,"Jordan White and Amy Blue, two troubled teens, pick up an adolescent drifter, Xavier Red. Together, the threesome embark on a sex and violence-filled journey through an America of psychos and quickiemarts."
167,Feast of July,Drama|Crime,1995.0,0.523575,0.0,0.0,3.619149557669838,/ntXzazC3ZaWy9GjkFzZGtJFLCZp.jpg,"After an abandoned young woman in late 19th Century England is taken in by a rural couple with three handsome sons, tragic consequences result."
168,First Knight,Action|Adventure|Drama|Romance,1995.0,15.178338,5.9,319.0,3.160727028042063,/8SRi8laZyPBdigx9qn7m3mriiRQ.jpg,"The timeless tale of King Arthur and the legend of Camelot are retold in this passionate period drama. Arthur is reluctant to hand the crown to Lancelot, and Guinevere is torn between her loyalty to her husband and her growing love for his rival. But Lancelot must balance his loyalty to the throne with the rewards of true love."
169,Free Willy 2 - The Adventure Home,Adventure,1995.0,7.575098,5.5,130.0,2.93960748815531,/yLyyjm4m3fSvbazyFv4RtUnb2uQ.jpg,Jesse becomes reunited with Willy three years after the whale's jump to freedom as the teenager tries to rescue the killer whale and other orcas from an oil spill.
170,Hackers,Action|Crime|Thriller|Drama,1995.0,14.810519,6.2,406.0,3.329512817613517,/uu62T87qkLkapeuu7ArlnQ6tAap.jpg,"Along with his new friends, a teenager who was arrested by the US Secret Service and banned from using a computer for writing a computer virus discovers a plot by a nefarious hacker, but they must use their computer skills to find the evidence while being pursued by the Secret Service and the evil computer genius behind the virus."
171,Jeffrey,Comedy|Drama|Romance,1995.0,3.196456,6.5,19.0,3.974081576910821,/mdQd6vgt2sr8gCIVUucwxus29j1.jpg,"Jeffery, a young gay man in New York, decides that sex is too much and decided to become celibate. He immediately meets the man of his dreams and must decide whether or not love is worth the danger of a boyfriend dying."
172,Johnny Mnemonic,Adventure|Action|Drama|Science Fiction|Thriller,1995.0,11.715868,5.5,380.0,2.6644320253965854,/s9LyQtKhfUcQlZEw8hJLP6XqroO.jpg,"A data courier, literally carrying a data package inside his head, must deliver it before he dies from the burden or is killed by the Yakuza.  In a dystopian 2021, Johnny (Keanu Reeves) is a data trafficker who has an implant that allows him to securely store data too sensitive for regular computer networks. On one delivery run, he accepts a package that not only exceeds the implant's safety limits - and will kill him if the data is not removed in time - but also contains information far more important and valuable than he had ever imagined. On a race against time, he must avoid the assassins sent to kill him and remove the data before it, too, ends his life."
173,Judge Dredd,Science Fiction,1995.0,8.184815,5.4,643.0,2.6295319646135873,/r17S4XlQ3Jq5U1KRovFUwU8P4aG.jpg,"In a dystopian future, Dredd, the most famous judge (a cop with instant field judiciary powers) is convicted for a crime he did not commit while his murderous counterpart escapes."
174,Jury Duty,Comedy|Drama,1995.0,3.676921,4.0,34.0,2.9683219273354475,/fOKuWVHR2M4xPjRwYl0bLHsdRHu.jpg,"When jobless Tommy Collins discovers that sequestered jurors earn free room and board as well as $5-a-day, he gets himself assigned to a jury in a murder trial. Once there, he does everything he can to prolong the trial and deliberations and make the sequestration more comfortable for himself."
175,Kids,Drama|Crime,1995.0,4.877872,6.8,280.0,3.8826749052149654,/gMuV7ORN8rRfQPMImby8KRGihO2.jpg,"A controversial portrayal of teens in New York City which exposes a deeply disturbing world of sex and substance abuse. The film focuses on a sexually reckless, freckle-faced boy named Telly, whose goal is to have sex with as many different girls as he can. When Jenny, a girl who has had sex only once, tests positive for HIV, she knows she contracted the disease from Telly. When Jenny discovers that Telly's idea of ""safe sex"" is to only have sex with virgins, and is continuing to pass the disease onto other unsuspecting girls, Jenny makes it her business to try to stop him."
176,Living in Oblivion,Drama|Comedy,1995.0,10.058329,7.2,64.0,3.7267346672182184,/sWWb7tX3eEX7M0B7t89Gh9rDctX.jpg,Film about filmmaking. It takes place during one day on set of non-budget movie. Ultimate tribute to all independent filmmakers.
177,Lord of Illusions,Mystery|Horror|Thriller,1995.0,4.102409,5.9,87.0,3.067494297001057,/9pwdoUes8V8ntTetsKtv2ThGeIm.jpg,"During a routine case in L.A., NY private investigator Harry D'Amour stumbles over members of a fanatic cult who are preparing for the resurrection of their leader Nix, a powerful magician who was killed 13 years earlier."
178,Love & Human Remains,Comedy|Drama,1993.0,0.354014,7.0,7.0,4.121489734601903,/wuCyRk9eult77MXmRnE9gkSjUnt.jpg,"Dreary urban landscape of an anonymous Canadian city. Dark comedy about a group of twentysomethings looking for love and meaning in the '90s. The film focuses on roommates David, a gay waiter who has has given up on his acting career, and Candy, a book reviewer who is also David's ex-lover. David and Candy's lives are entangled with those of David's friends and Candy's dates."
179,Mad Love,Drama|Family|Romance,1995.0,2.624771,5.5,27.0,3.5195361223653663,/yLq2bns665GyK5UcMXKUJmItm7F.jpg,"Matt falls for Casey, the new girl in school. She's fun-loving and eccentric, but there's a darkness to her whimsy that Matt can't begin to comprehend. When Casey attempts to commit suicide, her parents place her in a mental institution. Matt springs her out, and together the young lovers head on a road trip. They believe their love can ""cure"" Casey's problems. Matt starts to wonder, though, if are they inspired or misguided."
180,Mallrats,Romance|Comedy,1995.0,8.25547,6.8,400.0,3.3309162723677352,/4saVIltqkhq9is5NmD7N87Q40M.jpg,"Both dumped by their girlfriends, two best friends seek refuge in the local mall."
181,Mighty Morphin Power Rangers: The Movie,Action|Adventure|Science Fiction|Family|Fantasy,1995.0,7.024227,5.2,153.0,2.2357448673009515,/A3ijhraMN0tvpDnPoyVP7NulkSr.jpg,"Power up with six incredible teens who out-maneuver and defeat evil everywhere as the Mighty Morphin Power Ranger, But this time the Power Rangers may have met their match, when they face off with the most sinister monster the galaxy has ever seen."
183,Mute Witness,Thriller|Foreign,1995.0,2.466066,6.4,36.0,3.785816224336505,/1AJujK1IjuyxvIG8pjmef9qJsnQ.jpg,"Billy is mute, but it hasn't kept her from becoming a successful makeup artist. While in Russia, working on a film directed by her sister's boyfriend, Andy, Billy finds herself trapped in the studio one night and is horrified to see a snuff film being made. Billy escapes and, with the help of her sister, Kate, alerts authorities about what she saw. Unfortunately, in doing so, she makes an enemy of the Russian mafia, who funded the snuff film."
184,Nadja,Horror|Thriller,1994.0,7.720056,5.9,12.0,3.816413906574147,/bRz2J0jlMgczJptX0Atzo9l70Bd.jpg,"This ultra-hip, post-modern vampire tale is set in contemporary New York City. Members of a dysfunctional family of vampires are trying to come to terms with each other, in the wake of their father's death. Meanwhile, they are being hunted by Dr. Van Helsing and his hapless nephew. As in all good vampire movies, forces of love are pitted against forces of destruction."
185,The Net,Crime|Drama|Mystery|Thriller|Action,1995.0,13.304342,5.6,359.0,3.1235037135141965,/gKDNaAFzT21cSVeKQop7d1uhoSp.jpg,"Angela Bennett is a freelance software engineer who lives in a world of computer technology. When a cyber friend asks Bennett to debug a new game, she inadvertently becomes involved in a conspiracy that will soon turn her life upside down. While on vacation in Mexico, her purse is stolen. She soon finds that people and events may not be what they seem as she becomes the target of an assassination. Her vacation is ruined.  She gets a new passport at the U.S. Embassy in Mexico but it has the wrong name, Ruth Marx. When she returns to the U.S. to sort things out, she discovers that Ruth Marx has an unsavory past and a lengthy  police record. To make matters worse, another person has assumed her real identity ..."
186,Nine Months,Comedy,1995.0,8.482834,5.5,171.0,2.938016931056963,/aYavA2TOqpWVcxQZ31mMlYKqoFM.jpg,"When he finds out his longtime girlfriend is pregnant, a commitment-phobe realizes he might have to change his lifestyle for better or much, much worse."
187,Party Girl,Comedy,1995.0,1.165039,5.8,14.0,3.2768621682523786,/iYM0EdHrcbu8rhkDKVBkDcZEo8t.jpg,"Although Mary has little income, she still finds ways to spend her nights at clubs. After being arrested for throwing an illegal rave, she asks her aunt Judy for bail money. Judy then finds Mary a job at her library so that Mary can repay her. Initially, Mary finds the job as a clerk boring and stifling, and prefers to get to know a street food vendor whom she likes. However, Mary must refocus her life once she loses her job and apartment."
188,The Prophecy,Fantasy|Horror|Thriller,1995.0,10.187623,6.4,139.0,3.2245189212390013,/A3aYGp8LLxuFdzG2ETnhfbWPk7h.jpg,"The angel Gabriel comes to Earth to collect a soul which will end the stalemated war in Heaven, and only a former priest and a little girl can stop him."
189,Reckless,Fantasy|Comedy|Drama,1995.0,0.119713,10.0,1.0,3.619149557669838,/mIEtFo5z8G6b0r2mxHjfIWT7vy7.jpg,"On Christmas eve, a relentlessly cheerful woman escapes from the killers hired by her husband, and embarks on a series of strange encounters."
190,Safe,Drama,1995.0,8.180047,7.2,62.0,3.701354304183548,/ihX2udk636JMAAaWDIMj6n5ejhb.jpg,"Carol, a typical upper middle-class housewife, begins to complain of vague symptoms of illness. She ""doesn't feel right,"" has unexplained headaches, congestion, a dry cough, nosebleeds, vomiting, and trouble breathing. Her family doctor treats her concerns dismissively and suggests a psychiatrist. Eventually, an allergist tells her that she has Environmental Illness."
191,The Scarlet Letter,Drama|History|Romance,1995.0,6.752119,5.5,111.0,3.2714897346019027,/g46rChf49Qgq28RJ22iWwvsK7nO.jpg,"Set in puritanical Boston in the mid 1600s, the story of seamstress Hester Prynne, who is outcast after she becomes pregnant by a respected reverend. She refuses to divulge the name of the father, is ""convicted"" of adultery and forced to wear a scarlet ""A"" until an Indian attack unites the Puritans and leads to a reevaluation of their laws and morals."
193,Showgirls,Drama,1995.0,17.502375,4.9,261.0,2.4678724336504763,/7O2SxrsXYaGFZ5cZgJF0Ab5SV5J.jpg,A young drifter named Nomi arrives in Las Vegas to become a dancer and soon sets about clawing and pushing her way to become a top showgirl.
194,Smoke,Comedy|Drama,1995.0,5.552946,7.2,115.0,4.162582667104105,/dku3aLprH3j1ilSsubW9Pbgfe0y.jpg,"Writer Paul Benjamin is nearly hit by a bus when he leaves Auggie Wren's smoke shop. Stranger Rashid Cole  saves his life, and soon middle-aged Paul tells homeless Rashid that he wouldn't mind a short-term housemate. Still grieving over his wife's murder, Paul is moved by both Rashid's quest to reconnect with his father and Auggie's discovery that a woman who might be his daughter is about to give birth."
195,Something to Talk About,Comedy,1995.0,3.743212,5.7,60.0,3.3007840708431067,/p9qioRaQblGXemFRQSwo8TpikVJ.jpg,"In one of her best-ever roles, Julia Roberts is Grace, whose reaction to the infidelities of Eddie (Dennis Quaid) turns the lives and loves of the people around her into something like falling dominoes. Robert Duvall, Gena Rowlands, Kyra Sedgwick and others in ""the year's best ensemble of characters"" (Jack Matthews, 'Newsday') co-star in this juicy, truthful story written by Callie Khouri"
196,Species,Science Fiction|Horror|Action,1995.0,13.492845,5.5,457.0,2.870248289100317,/94P6kzKH8aPmQmPr9yZjgy7BtQQ.jpg,"In 1993, the Search for Extra Terrestrial Intelligence Project receives a transmission detailing an alien DNA structure, along with instructions on how to splice it with human DNA. The result is Sil, a sensual but deadly creature who can change from a beautiful woman to an armour-plated killing machine in the blink of an eye."
198,Strange Days,Crime|Drama|Science Fiction|Thriller,1995.0,11.223055,6.8,334.0,3.45239369470873,/rXvy5hG9OeVmgnv9w4IhQxhqEKD.jpg,"Set in the year 1999 during the last days of the old millennium, the movie tells the story of Lenny Nero, an ex-cop who now deals with data-discs containing recorded memories and emotions. One day he receives a disc which contains the memories of a murderer killing a prostitute. Lenny investigates and is pulled deeper and deeper in a whirl of blackmail, murder and rape. Will he survive and solve the case?"
199,The Umbrellas of Cherbourg,Drama|Romance,1964.0,8.133881,7.6,119.0,3.4643621682523786,/ju5W8qvWfjXXGaR7wd9wSyuYXhS.jpg,"This simple romantic tragedy begins in 1957. Guy Foucher, a 20-year-old French auto mechanic, has fallen in love with 17-year-old Geneviève Emery, an employee in her widowed mother's chic but financially embattled umbrella shop. On the evening before Guy is to leave for a two-year tour of combat in Algeria, he and Geneviève make love. She becomes pregnant and must choose between waiting for Guy's return or accepting an offer of marriage from a wealthy diamond merchant."
200,The Tie That Binds,Thriller,1995.0,1.820419,4.6,9.0,3.619149557669838,/uCPwXcYZ8G5Xi5h8zonBco980Dk.jpg,John Netherwood and his wife Leann are fugitives who are both wanted for murder. They have a young daughter named Janie and they want her back.
201,Three Wishes,Drama|Fantasy,1995.0,11.002046,6.1,18.0,3.619149557669838,/ub79b63JJV4oeHwomSy5OS5fVsr.jpg,"While Jane Holman (Mastrantonio) is driving with her two sons, she accidentally runs into a drifter, Jack McCloud (Swayze), who breaks his leg. Being responsible,  Jane invites Jack, and his dog, to stay at her home until his leg has healed.  Jack struggles to adapt their lifestyle, and finds himself loved by the family. He starts teaching baseball to Tom, who misses his father, who was lost in the Korean war. Jack and Tom develop a strong bond of friendship. Meanwhile, Gunny believes that there is more to Jack and Betty Jane than meets the eye...  We learn that Jack, is Jack McCloud, a Star White Socks baseball player in 1941, who dropped out of the league, after his first season, and; ""was never heard from again"" ...  A wonderful story.  We witness magic between a boy's imagination, and Jack's dog, and are never sure if we are witnessing imagination or magic by the dog.  A story of friendship, family, and learning that life isn't always as cut and dried as we often believe."
202,Total Eclipse,Drama|Romance,1995.0,4.546552,6.5,112.0,3.301655260668781,/BTGFfPHySJtw2qBoLysz3ercDB.jpg,"Young, wild poet Arthur Rimbaud and his mentor Paul Verlaine engage in a fierce, forbidden romance while feeling the effects of a hellish artistic lifestyle."
203,"To Wong Foo, Thanks for Everything! Julie Newmar",Comedy,1995.0,7.653446,6.3,117.0,3.34696061950068,/xIDEoG9FQGmMCh5XsbkvSuD8WrW.jpg,"Three New York drag queens on their way to Hollywood for a beauty pageant get stranded in a small Midwestern town for the entire weekend when their car breaks down. While waiting for parts for their Cadillac convertible, the flamboyant trio shows the local homophobic rednecks that appearing different doesn't mean they don't have humanity in common."
204,Under Siege 2: Dark Territory,Action|Thriller,1995.0,7.490247,5.6,217.0,3.0754138151671953,/6Z1p71nkm45cYuIZWOx5JSCYc0o.jpg,"A passenger train has been hijacked by an electronics expert and turned into an untraceable command center for a weapons satellite. He has planned to blow up Washington DC and only one man can stop him, former Navy SEAL Casey Ryback."
205,Unstrung Heroes,Comedy|Drama|Family,1995.0,2.881689,6.4,9.0,3.7460997051132257,/puMRjRJYE5TX1ffwuqoLXW9iLqq.jpg,"Steven Lidz, unhappy with his home life since his mother got sick, goes and lives with his two crazy Uncles. There he changes and gets closer to his Uncles, but his parents want him home even though he is finally happy and popular. Written by Todd Weiser"
206,Unzipped,Documentary,1995.0,0.786023,6.0,6.0,3.5809931564012687,/5fY5iN8mUBLdd4fmcXwdTqAZ9Sx.jpg,"Using a variety of cinematographic techniques, the world of high- profile fashion designer Issac Mizrahi is portrayed as being driven by excitement and creativity, despite the concomitant chaos and cacophony. Mizrahi's frenzied genius and rollercoaster emotions paint a humorous and personal portrait of a brilliant designer. Famous ""SuperModels"", actors, and actresses populate Issac's rarified world, but Douglas Keeve's cameras capture the stress and turbulence beneath the placid coolness of glamour. Written by Tad Dibbern"
207,A Walk in the Clouds,Drama|Romance,1995.0,9.715639,6.5,168.0,3.400451434727849,/iZ4FNVYVUx6NS7HXMiNJTGgSo7H.jpg,World War II vet Paul Sutton falls for a pregnant and unwed woman who persuades him -- during their first encounter -- to pose as her husband so she can face her family.
208,Waterworld,Adventure|Action,1995.0,16.885184,5.9,1017.0,2.7857194690340594,/yordVJcPLh3VNRL7bXzFIBEhXRr.jpg,"In a futuristic world where the polar ice caps have melted and made Earth a liquid planet, a beautiful barmaid rescues a mutant seafarer from a floating island prison. They escape, along with her young charge, Enola, and sail off aboard his ship. But the trio soon becomes the target of a menacing pirate who covets the map to 'Dryland' – which is tattooed on Enola's back."
209,White Man's Burden,Drama,1995.0,1.834099,5.1,25.0,3.071489734601903,/aaFpmILNyNSReVgzKGFu8iKNYzi.jpg,"The story takes place in alternative America where the blacks are members of social elite, and whites are inhabitants of inner city ghettos. Louis Pinnock is a white worker in a chocolate factory, loving husband and father of two children. While delivering a package for black CEO Thaddeus Thomas, he is mistaken for a voyeur and, as a result, loses his job, gets beaten by black cops and his family gets evicted from their home. Desperate Pinnock takes a gun and kidnaps Thomas, demanding justice."
211,The Browning Version,Drama,1994.0,3.727644,6.0,11.0,3.4643621682523786,/xjWc2uWrcGLwC87JN2CbxseGKQ.jpg,"Andrew Crocker-Harris is an embittered and disliked teacher of Greek and Latin at a British prep school. After nearly 20 years of service, he is being forced to retire on the pretext of his health, and perhaps may not even be given a pension. The boys regard him as a Hitler, with some justification. His wife Laura is unfaithful, and lives to wound him any way she can. Andrew must come to terms with his failed life and regain at least his own self-respect."
213,Burnt by the Sun,Drama,1994.0,2.486073,6.7,35.0,3.9796355247156447,/e7bE9BiLyKaZtNF3Q2ro8gVCEQA.jpg,"Russia, 1936: revolutionary hero Colonel Kotov is spending an idyllic summer in his dacha with his young wife and six-year-old daughter Nadia and other assorted family and friends. Things change dramatically with the unheralded arrival of Cousin Dmitri from Moscow, who charms the women and little Nadia with his games and pianistic bravura. But Kotov isn't fooled: this is the time of Stalin's repression, with telephone calls in the middle of the night spelling doom - and he knows that Dmitri isn't paying a social call..."
214,Before the Rain,Drama|War,1994.0,3.525649,7.7,45.0,3.3878424780027183,/aIll5MvOZmUCmiwuGWMlaHRj2gj.jpg,"The circularity of violence seen in a story that circles on itself. In Macedonia, during war in Bosnia, Christians hunt an ethnic Albanian girl who may have murdered one of their own. A young monk who's taken a vow of silence offers her protection. In London, a photographic editor who's pregnant needs to talk it out with her estranged husband and chooses a toney restaurant."
215,Before Sunrise,Drama|Romance,1995.0,11.304979,7.7,984.0,3.6832564063486535,/jsQy4ZbPHA8hE2O6QU05PpofI61.jpg,"A dialogue marathon of a film, this fairytale love story of an American boy and French girl. During a day and a night together in Vienna their two hearts collide."
216,Billy Madison,Comedy,1995.0,6.638116,6.2,464.0,3.0790403690642347,/5mP8F0NYSVrwrlWRCSD4uywMNnX.jpg,"Billy Madison is the 27 year-old son of Bryan Madison, a very rich man who has made his living in the hotel industry. Billy stands to inherit his father's empire but only if he can make it through all 12 grades, 2 weeks per grade, to prove that he has what it takes to run the family business."
